city_name,state_id,acquittal,normalized
Pittsburgh,PA,12.3,0.564220183
Reading,PA,18.7,0.857798165
Scranton,PA,15.6,0.71559633
Gilbert,AZ,9.8,0.449541284
Glendale,AZ,14.7,0.674311927
Goodyear,AZ,11.4,0.52293578
Lake Havasu City,AZ,16,0.733944954
Cranston,RI,12.7,0.582568807
Pawtucket,RI,15.8,0.724770642
Providence,RI,14.2,0.651376147
Mesa,AZ,14,0.642201835
Warwick,RI,13,0.596330275
Charleston,SC,9.9,0.45412844
Columbia,SC,11.7,0.536697248
Greenville,SC,11,0.504587156
Peoria,AZ,12.3,0.564220183
Mount Pleasant,SC,8.7,0.399082569
Phoenix,AZ,14.2,0.651376147
North Charleston,SC,14.2,0.651376147
Rock Hill,SC,12.4,0.568807339
Scottsdale,AZ,10.7,0.490825688
Rapid City,SD,11.1,0.509174312
Sioux Falls,SD,9.6,0.440366972
Bartlett,TN,12.8,0.587155963
Chattanooga,TN,16.2,0.743119266
Surprise,AZ,12.7,0.582568807
Clarksville,TN,13.3,0.610091743
Franklin,TN,10.5,0.481651376
Tempe,AZ,11,0.504587156
Hendersonville,TN,12.5,0.573394495
Jackson,TN,16.3,0.747706422
Johnson City,TN,14.8,0.678899083
Kingsport,TN,18.2,0.834862385
Knoxville,TN,15.3,0.701834862
Memphis,TN,17.4,0.798165138
Murfreesboro,TN,12.3,0.564220183
Nashville,TN,13.4,0.614678899
Tucson,AZ,14.5,0.665137615
Abilene,TX,13.1,0.600917431
Allen,TX,9.1,0.417431193
Amarillo,TX,13.7,0.628440367
Arlington,TX,13,0.596330275
Austin,TX,9.6,0.440366972
Baytown,TX,14.2,0.651376147
Beaumont,TX,14.1,0.646788991
Brownsville,TX,17.6,0.80733945
Bryan,TX,12.7,0.582568807
Carrollton,TX,11,0.504587156
Cedar Park,TX,8.9,0.408256881
College Station,TX,8.3,0.380733945
Conroe,TX,12.8,0.587155963
Corpus Christi,TX,13.7,0.628440367
Dallas,TX,13.2,0.605504587
Denton,TX,10.6,0.486238532
DeSoto,TX,12.3,0.564220183
Edinburg,TX,13.6,0.623853211
El Paso,TX,14.1,0.646788991
Euless,TX,11.5,0.527522936
Flower Mound,TX,8.5,0.389908257
Fort Worth,TX,13.9,0.637614679
Frisco,TX,8,0.366972477
Garland,TX,13.2,0.605504587
Georgetown,TX,11,0.504587156
Grand Prairie,TX,12.3,0.564220183
Grapevine,TX,10.8,0.495412844
Harlingen,TX,17.2,0.788990826
Houston,TX,13.3,0.610091743
Irving,TX,11.6,0.532110092
Killeen,TX,11.7,0.536697248
Laredo,TX,16.2,0.743119266
League City,TX,9.3,0.426605505
Lewisville,TX,10.5,0.481651376
Longview,TX,14.7,0.674311927
Lubbock,TX,12.6,0.577981651
McAllen,TX,14.5,0.665137615
McKinney,TX,10.1,0.463302752
Mansfield,TX,10.5,0.481651376
Mesquite,TX,13.3,0.610091743
Midland,TX,11.6,0.532110092
Mission,TX,14.8,0.678899083
Missouri City,TX,10.2,0.467889908
New Braunfels,TX,11.6,0.532110092
North Richland Hills,TX,12.1,0.555045872
Odessa,TX,12.9,0.591743119
Yuma,AZ,14.2,0.651376147
Pasadena,TX,14.3,0.655963303
Pearland,TX,9.2,0.422018349
Pflugerville,TX,10.1,0.463302752
Pharr,TX,16.4,0.752293578
Plano,TX,9.4,0.431192661
Port Arthur,TX,17.6,0.80733945
Richardson,TX,9.6,0.440366972
Round Rock,TX,9.5,0.435779817
Rowlett,TX,10.1,0.463302752
San Angelo,TX,12.8,0.587155963
San Antonio,TX,13.4,0.614678899
San Marcos,TX,10.5,0.481651376
Sugar Land,TX,8.9,0.408256881
Temple,TX,14,0.642201835
Tyler,TX,13.7,0.628440367
Victoria,TX,14.6,0.669724771
Waco,TX,14.7,0.674311927
Wichita Falls,TX,13.6,0.623853211
Layton,UT,10.4,0.47706422
Lehi,UT,8.1,0.371559633
Millcreek,UT,10.4,0.47706422
Ogden,UT,13.2,0.605504587
Orem,UT,9.9,0.45412844
Provo,UT,9.8,0.449541284
St. George,UT,12.5,0.573394495
Salt Lake City,UT,11.2,0.513761468
Sandy,UT,10.2,0.467889908
South Jordan,UT,9.3,0.426605505
Taylorsville,UT,12.1,0.555045872
West Jordan,UT,10.5,0.481651376
West Valley City,UT,13.1,0.600917431
Burlington,VT,10.6,0.486238532
Alexandria,VA,8.9,0.408256881
Chesapeake,VA,11.4,0.52293578
Hampton,VA,13,0.596330275
Harrisonburg,VA,10.9,0.5
Leesburg,VA,9.2,0.422018349
Lynchburg,VA,12.6,0.577981651
Conway,AR,12.9,0.591743119
Newport News,VA,12.4,0.568807339
Norfolk,VA,11.9,0.54587156
Portsmouth,VA,14.1,0.646788991
Richmond,VA,13.5,0.619266055
Roanoke,VA,14.9,0.683486239
Suffolk,VA,12.9,0.591743119
Virginia Beach,VA,10.6,0.486238532
Fayetteville,AR,11.5,0.527522936
Fort Smith,AR,17.6,0.80733945
Auburn,WA,12.4,0.568807339
Bellevue,WA,8.2,0.376146789
Bellingham,WA,11.8,0.541284404
Burien,WA,12.7,0.582568807
Everett,WA,13.3,0.610091743
Federal Way,WA,12,0.550458716
Kennewick,WA,14.5,0.665137615
Kent,WA,12.3,0.564220183
Kirkland,WA,8.4,0.385321101
Lakewood,WA,14.5,0.665137615
Marysville,WA,12.4,0.568807339
Pasco,WA,13.8,0.633027523
Jonesboro,AR,14.3,0.655963303
Redmond,WA,7.1,0.325688073
Renton,WA,10.4,0.47706422
Richland,WA,11.7,0.536697248
Sammamish,WA,7.3,0.334862385
Seattle,WA,8.8,0.403669725
Shoreline,WA,10.3,0.472477064
Spokane,WA,13.7,0.628440367
Spokane Valley,WA,13.5,0.619266055
Tacoma,WA,13.5,0.619266055
Vancouver,WA,12.9,0.591743119
Yakima,WA,16.6,0.76146789
Little Rock,AR,13.7,0.628440367
Charleston,WV,15.8,0.724770642
Appleton,WI,11.7,0.536697248
North Little Rock,AR,16.4,0.752293578
Eau Claire,WI,10.7,0.490825688
Green Bay,WI,13.5,0.619266055
Janesville,WI,12.6,0.577981651
Kenosha,WI,13,0.596330275
La Crosse,WI,11.8,0.541284404
Madison,WI,9.3,0.426605505
Milwaukee,WI,16,0.733944954
Oshkosh,WI,12.7,0.582568807
Racine,WI,14.7,0.674311927
Waukesha,WI,10.5,0.481651376
West Allis,WI,13.3,0.610091743
Rogers,AR,14.2,0.651376147
Casper,WY,11.9,0.54587156
Cheyenne,WY,11.8,0.541284404
Springdale,AR,14.6,0.669724771
Alameda,CA,10.3,0.472477064
Alhambra,CA,12.1,0.555045872
Aliso Viejo,CA,8.6,0.394495413
Anaheim,CA,13.1,0.600917431
Antioch,CA,13.7,0.628440367
Apple Valley,CA,16.5,0.756880734
Arcadia,CA,9.7,0.444954128
Bakersfield,CA,15.1,0.69266055
Baldwin Park,CA,13.6,0.623853211
Bellflower,CA,13.3,0.610091743
Berkeley,CA,9.3,0.426605505
Brentwood,CA,11.6,0.532110092
Buena Park,CA,12.6,0.577981651
Burbank,CA,11.2,0.513761468
Camarillo,CA,11.6,0.532110092
Carlsbad,CA,10.3,0.472477064
Carson,CA,12.3,0.564220183
Cathedral City,CA,15.2,0.697247706
Cerritos,CA,9.2,0.422018349
Chico,CA,12.2,0.559633028
Chino,CA,12.7,0.582568807
Chino Hills,CA,10.2,0.467889908
Chula Vista,CA,12.8,0.587155963
Citrus Heights,CA,12.9,0.591743119
Clovis,CA,12.1,0.555045872
Colton,CA,14.9,0.683486239
Compton,CA,16.8,0.770642202
Concord,CA,12,0.550458716
Corona,CA,11.8,0.541284404
Costa Mesa,CA,11.6,0.532110092
Cupertino,CA,7.8,0.357798165
Daly City,CA,10.4,0.47706422
Davis,CA,9.6,0.440366972
Delano,CA,16.9,0.775229358
Diamond Bar,CA,9.2,0.422018349
Downey,CA,12.2,0.559633028
Dublin,CA,8.1,0.371559633
Eastvale,CA,9.3,0.426605505
El Cajon,CA,15.9,0.729357798
Elk Grove,CA,10.7,0.490825688
El Monte,CA,15.8,0.724770642
Encinitas,CA,10.4,0.47706422
Escondido,CA,14.4,0.660550459
Fairfield,CA,12.4,0.568807339
Folsom,CA,9.4,0.431192661
Fontana,CA,14,0.642201835
Fountain Valley,CA,11.7,0.536697248
Fremont,CA,8.6,0.394495413
Fresno,CA,15.4,0.706422018
Fullerton,CA,11.5,0.527522936
Gardena,CA,13.3,0.610091743
Garden Grove,CA,13.6,0.623853211
Gilroy,CA,12.6,0.577981651
Glendale,CA,12.8,0.587155963
Glendora,CA,11.5,0.527522936
Hanford,CA,14.2,0.651376147
Hawthorne,CA,13.5,0.619266055
Hayward,CA,11.7,0.536697248
Hemet,CA,17.4,0.798165138
Hesperia,CA,17,0.779816514
Highland,CA,15.8,0.724770642
Huntington Beach,CA,11.1,0.509174312
Huntington Park,CA,17.9,0.821100917
Indio,CA,15.1,0.69266055
Inglewood,CA,14.9,0.683486239
Irvine,CA,8.7,0.399082569
Jurupa Valley,CA,14.8,0.678899083
Laguna Niguel,CA,10.8,0.495412844
La Habra,CA,12.3,0.564220183
Lake Elsinore,CA,13.7,0.628440367
Lake Forest,CA,10.5,0.481651376
Lakewood,CA,11.1,0.509174312
La Mesa,CA,12.4,0.568807339
Lancaster,CA,15,0.688073394
Livermore,CA,10.4,0.47706422
Lodi,CA,14.9,0.683486239
Long Beach,CA,12.9,0.591743119
Los Angeles,CA,13.3,0.610091743
Lynwood,CA,15.9,0.729357798
Madera,CA,17.1,0.78440367
Manteca,CA,13.7,0.628440367
Menifee,CA,13.7,0.628440367
Merced,CA,16.6,0.76146789
Milpitas,CA,9.4,0.431192661
Mission Viejo,CA,10.6,0.486238532
Modesto,CA,14.7,0.674311927
Montebello,CA,14,0.642201835
Monterey Park,CA,12.8,0.587155963
Moreno Valley,CA,13.6,0.623853211
Mountain View,CA,8.7,0.399082569
Murrieta,CA,11.2,0.513761468
Napa,CA,12.5,0.573394495
National City,CA,14.4,0.660550459
Newport Beach,CA,9.4,0.431192661
Norwalk,CA,13.1,0.600917431
Novato,CA,11.4,0.52293578
Oakland,CA,12.8,0.587155963
Oceanside,CA,13,0.596330275
Ontario,CA,14.4,0.660550459
Orange,CA,11.7,0.536697248
Oxnard,CA,14.9,0.683486239
Palmdale,CA,14.9,0.683486239
Palm Desert,CA,14,0.642201835
Palo Alto,CA,8.5,0.389908257
Paramount,CA,14.8,0.678899083
Pasadena,CA,11.2,0.513761468
Perris,CA,15,0.688073394
Petaluma,CA,11.9,0.54587156
Pico Rivera,CA,13.5,0.619266055
Pittsburg,CA,13.5,0.619266055
Placentia,CA,11.4,0.52293578
Pleasanton,CA,9,0.412844037
Pomona,CA,14.3,0.655963303
Porterville,CA,18,0.825688073
Rancho Cordova,CA,12.8,0.587155963
Rancho Cucamonga,CA,11.6,0.532110092
Redding,CA,14.4,0.660550459
Redlands,CA,13,0.596330275
Redondo Beach,CA,8.6,0.394495413
Redwood City,CA,10.9,0.5
Rialto,CA,15.7,0.720183486
Richmond,CA,14,0.642201835
Riverside,CA,12.8,0.587155963
Rocklin,CA,10.6,0.486238532
Rosemead,CA,14.3,0.655963303
Roseville,CA,11.3,0.518348624
Sacramento,CA,13.1,0.600917431
Salinas,CA,15.3,0.701834862
San Bernardino,CA,18.4,0.844036697
San Buenaventura (Ventura),CA,12.7,0.582568807
San Clemente,CA,10.7,0.490825688
San Diego,CA,11.5,0.527522936
San Francisco,CA,9.7,0.444954128
San Jose,CA,10.9,0.5
San Leandro,CA,12.4,0.568807339
San Marcos,CA,12.2,0.559633028
San Mateo,CA,10.3,0.472477064
San Rafael,CA,12,0.550458716
San Ramon,CA,8.2,0.376146789
Santa Ana,CA,15.1,0.69266055
Santa Barbara,CA,11.1,0.509174312
Santa Clara,CA,9,0.412844037
Santa Clarita,CA,10.8,0.495412844
Santa Cruz,CA,10.5,0.481651376
Santa Maria,CA,15.2,0.697247706
Santa Monica,CA,9.3,0.426605505
Santa Rosa,CA,12.5,0.573394495
Santee,CA,11.9,0.54587156
Simi Valley,CA,11.6,0.532110092
South Gate,CA,15.4,0.706422018
South San Francisco,CA,11,0.504587156
Stockton,CA,15.2,0.697247706
Sunnyvale,CA,8.6,0.394495413
Temecula,CA,10.6,0.486238532
Thousand Oaks,CA,11.1,0.509174312
Torrance,CA,9.8,0.449541284
Tracy,CA,11.9,0.54587156
Tulare,CA,15.8,0.724770642
Turlock,CA,14.1,0.646788991
Tustin,CA,11,0.504587156
Union City,CA,9.9,0.45412844
Upland,CA,12.9,0.591743119
Vacaville,CA,12.2,0.559633028
Vallejo,CA,13.2,0.605504587
Victorville,CA,16.7,0.766055046
Visalia,CA,13.9,0.637614679
Vista,CA,13.3,0.610091743
Walnut Creek,CA,10,0.458715596
Watsonville,CA,15.6,0.71559633
West Covina,CA,11.4,0.52293578
Westminster,CA,13.8,0.633027523
West Sacramento,CA,13.9,0.637614679
Whittier,CA,11.9,0.54587156
Woodland,CA,13.1,0.600917431
Yorba Linda,CA,10,0.458715596
Yuba City,CA,15.1,0.69266055
Yucaipa,CA,14.7,0.674311927
Arvada,CO,10.1,0.463302752
Aurora,CO,11.6,0.532110092
Boulder,CO,7.8,0.357798165
Broomfield,CO,8.4,0.385321101
Castle Rock,CO,8,0.366972477
Centennial,CO,8.8,0.403669725
Colorado Springs,CO,10.9,0.5
Commerce City,CO,12,0.550458716
Denver,CO,10,0.458715596
Fort Collins,CO,8.7,0.399082569
Grand Junction,CO,12.3,0.564220183
Greeley,CO,11.9,0.54587156
Lakewood,CO,10.4,0.47706422
Longmont,CO,10.1,0.463302752
Loveland,CO,10,0.458715596
Parker,CO,7.6,0.348623853
Pueblo,CO,15,0.688073394
Thornton,CO,10.5,0.481651376
Westminster,CO,9.7,0.444954128
Bridgeport,CT,14.3,0.655963303
Bristol,CT,11.8,0.541284404
Danbury,CT,11.5,0.527522936
Hartford,CT,15.1,0.69266055
Meriden,CT,12.4,0.568807339
Milford,CT,10.3,0.472477064
New Britain,CT,13.7,0.628440367
New Haven,CT,13,0.596330275
Norwalk,CT,10.6,0.486238532
Stamford,CT,10,0.458715596
Waterbury,CT,15.8,0.724770642
West Haven,CT,12.3,0.564220183
